LoaiBaiViet,TGĐang,SoNguoiTC,TongLC,TongNTT,TongCXBLCS
Ảnh,19:00,165099.0,11295.0,13146.0,5436.0
Ảnh,21:13,126483.0,26166.0,25140.0,6232.0
Ảnh,21:40,141426.0,18673.0,19870.0,5422.0
Ảnh,22:34,141547.0,17066.0,19457.0,6191.0
Ảnh,22:50,78474.0,8769.0,9802.0,3376.0
Ảnh,23:22,73565.0,2684.0,5501.0,3778.0
Ảnh,08:00,86533.0,8159.0,12179.0,7351.0
Ảnh,08:20,27868.0,1543.0,2322.0,1263.0
Ảnh,09:00,189445.0,28192.0,28770.0,5346.0
Video,12:59,85920.0,4278.0,6432.0,3017.0
Ảnh,14:00,51834.0,1145.0,1698.0,843.0
Ảnh,14:58,50803.0,2809.0,4291.0,2239.0
Video,15:30,74914.0,3302.0,5151.0,2439.0
Ảnh,16:36,64998.0,5705.0,6619.0,2968.0
Ảnh,16:56,28680.0,1118.0,2213.0,1442.0
Ảnh,18:00,29747.0,402.0,1005.0,754.0
Video,18:27,74148.0,2499.0,4795.0,2830.0
Ảnh,19:00,140761.0,24884.0,23309.0,2895.0
Ảnh,20:17,61508.0,2486.0,4616.0,2917.0
Video,20:44,42841.0,1532.0,2525.0,1148.0
Video,20:59,41239.0,1299.0,1892.0,884.0
Ảnh,21:36,41474.0,1482.0,3466.0,2455.0
Ảnh,22:34,34920.0,5383.0,6117.0,2073.0
Ảnh,22:42,183954.0,26917.0,26998.0,6620.0
Ảnh,22:53,68272.0,2402.0,4913.0,3479.0
Ảnh,09:13,175653.0,12279.0,14546.0,5547.0
Ảnh,11:04,86828.0,8519.0,9798.0,3067.0
Ảnh,11:24,139493.0,7435.0,10393.0,5275.0
Ảnh,13:00,18522.0,19025.241465445462,775.0,446.0
Ảnh,15:00,206154.0,35327.0,33919.0,6460.0
Video,15:31,318449.0,18708.0,21506.0,5155.0
Video,18:00,27114.0,442.0,585.0,229.0
Ảnh,18:33,244822.0,20913.0,25689.0,11342.0
Ảnh,19:59,150103.0,20153.0,21769.0,6765.0
Ảnh,20:40,52079.0,5602.0,5848.0,1668.0
Ảnh,09:46,199506.0,11228.0,20595.0,14666.0
Video,11:40,78872.0,4486.0,5238.0,1230.0
Video,12:42,284902.0,11644.0,17188.0,7738.0
Ảnh,17:56,373169.0,19861.0,20826.0,5850.0
Video,18:51,52997.0,1367.0,2332.0,1190.0
Video,18:55,56732.0,1808.0,3450.0,1890.0
Video,19:00,151180.0,6149.0,12084.0,6975.0
Video,20:00,563535.0,42708.0,51226.0,17754.0
Video,11:20,144035.0,7678.0,9162.0,2563.0
Ảnh,13:00,76741.0,3946.0,5666.0,2833.0
Ảnh,14:41,25544.0,1131.0,1668.0,735.0
Video,15:07,23628.0,971.0,1240.0,6883.051666666666
Ảnh,16:00,145095.0,11279.0,14621.0,6270.0
Video,16:30,49249.0,2051.0,2392.0,619.0
Ảnh,17:01,969590.0,48949.0,86486.0,52408.0
Ảnh,17:30,85145.0,6854.0,9542.0,5122.0
Ảnh,19:00,203817.0,13422.0,13833.0,4475.0
Ảnh,20:00,164293.0,15142.0,17704.0,5622.0
Ảnh,21:00,84319.0,4835.0,6345.0,2582.0
Video,21:30,163430.0,13256.0,14402.0,3239.0
Video,09:28,159654.0,9652.0,13101.0,5342.0
Video,10:23,10345.0,272.0,453.0,285.0
Video,11:30,227007.0,14601.0,16470.0,4913.0
Video,14:50,232308.0,11142.0,14516.0,5264.0
Video,15:55,116832.0,7673.0,8304.0,1558.0
Video,16:49,122962.0,9640.0,11499.0,3507.0
Ảnh,17:53,350863.0,15068.0,15417.0,4028.0
Video,18:28,149116.0,6883.0,8405.0,2037.0
Ảnh,19:00,243395.0,23267.0,26211.0,7710.0
Video,19:32,458514.0,21837.0,34394.0,16767.0
Ảnh,20:01,91104.0,3421.0,5712.0,3175.0
Ảnh,20:30,69465.0,2994.0,7136.0,5336.0
Ảnh,21:02,14249.0,561.0,651.0,6883.051666666666
Ảnh,21:30,29733.0,1391.0,1639.0,706.0
Video,22:07,207348.0,14942.0,15771.0,2905.0
Video,08:48,206637.0,13128.0,18250.0,7710.0
Ảnh,10:36,26946.0,684.0,1586.0,1134.0
Ảnh,11:00,9168.0,182.0,498.0,399.0
Ảnh,12:00,108088.0,7421.0,11261.0,5646.0
Ảnh,14:32,24854.0,852.0,1347.0,651.0
Video,14:58,115028.0,7370.0,7537.0,1173.0
Ảnh,16:00,18199.0,3086.0,2823.0,774.0
Video,16:33,283049.0,18166.0,20375.0,5210.0
Video,17:00,421097.0,25136.0,30785.0,9430.0
Ảnh,18:00,18681.0,537.0,834.0,453.0
Ảnh,18:30,13303.0,234.0,507.0,339.0
Ảnh,19:30,73433.0,4516.0,6189.0,2615.0
Ảnh,19:00,13775.0,447.0,569.0,284.0
Ảnh,20:00,21063.0,538.0,900.0,509.0
Ảnh,20:30,29148.0,1157.0,1956.0,1069.0
Ảnh,20:44,83035.0,3237.0,4980.0,2529.0
Ảnh,21:00,224627.37346437346,19025.241465445462,730.0,478.0
Video,21:16,360666.0,17560.0,29107.0,16377.0
Video,21:30,233593.0,10898.0,18735.0,9865.0
Ảnh,22:00,36158.0,1170.0,2347.0,1506.0
Ảnh,11:31,133132.0,5070.0,6183.0,2055.0
Ảnh,12:05,19218.0,834.0,1295.0,683.0
Ảnh,15:00,66454.0,10009.0,10636.0,2488.0
Ảnh,15:36,87716.0,6953.0,8271.0,3031.0
Video,16:00,409004.0,14439.0,26379.0,13864.0
Video,17:00,252420.0,15065.0,19272.0,6796.0
Ảnh,18:00,13197.0,231.0,353.0,174.0
Ảnh,19:00,162316.0,35167.0,32145.0,5188.0
Ảnh,19:30,38247.0,1630.0,2627.0,1532.0
Ảnh,20:01,26288.0,560.0,1152.0,727.0
Ảnh,21:00,186289.0,15514.0,15766.0,2659.0
Ảnh,22:38,27560.0,3724.0,4127.0,941.0
Ảnh,23:36,70386.0,2461.0,5854.0,4453.0
Ảnh,18:32,44866.0,1587.0,3488.0,2318.0
Video,20:02,202004.0,12505.0,16141.0,6840.0
Ảnh,20:35,29808.0,665.0,1533.0,1090.0
Video,21:00,120114.0,9319.0,9853.0,2192.0
Ảnh,12:28,20317.0,527.0,2255.0,2030.0
Ảnh,17:19,102967.0,7392.0,10420.0,4921.0
Ảnh,18:32,100608.0,3960.0,8405.0,5826.0
Ảnh,19:06,44801.0,1651.0,2641.0,1545.0
Video,20:00,178683.0,6726.0,11882.0,6203.0
Ảnh,21:00,123665.0,9208.0,12619.0,6543.0
Ảnh,22:23,192495.0,9040.0,16506.0,11205.0
Ảnh,09:44,70076.0,8743.0,9167.0,2173.0
Ảnh,10:22,156909.0,23678.0,27600.0,12623.0
Ảnh,11:00,99981.0,8616.0,12936.0,6911.0
Ảnh,12:00,261597.0,10862.0,21155.0,14954.0
Ảnh,12:39,192175.0,7674.0,15037.0,10454.0
Ảnh,16:00,62447.0,7445.0,7557.0,1429.0
Ảnh,17:00,68880.0,5504.0,8075.0,4093.0
Video,18:00,318737.0,14105.0,17802.0,6014.0
Ảnh,18:30,39656.0,3450.0,4744.0,2098.0
Video,19:00,87501.0,3971.0,5186.0,1678.0
Ảnh,19:30,185733.0,20313.0,23131.0,9804.0
Ảnh,20:07,126157.0,17258.0,19234.0,7349.0
Ảnh,20:29,41754.0,5934.0,8144.0,4327.0
Ảnh,20:45,62691.0,2993.0,7868.0,5871.0
Ảnh,21:05,488533.0,33412.0,45877.0,26310.0
Ảnh,21:20,209138.0,12270.0,22176.0,14946.0
Ảnh,21:37,129452.0,7695.0,13837.0,8941.0
Ảnh,21:54,180388.0,16746.0,21690.0,11218.0
Ảnh,07:41,73892.0,4562.0,8326.0,5643.0
Ảnh,09:00,88867.0,8889.0,10944.0,5270.0
Ảnh,10:00,171416.0,20490.0,25298.0,12287.0
Ảnh,11:00,98927.0,9506.0,12241.0,5805.0
Video,12:00,117046.0,5248.0,9288.0,5142.0
Video,16:14,269691.0,11410.0,17750.0,8216.0
Video,16:40,193660.0,14880.0,16218.0,3987.0
Video,17:20,83892.0,4537.0,5398.0,1428.0
Video,18:00,464380.0,38250.0,37457.0,4749.0
Ảnh,18:30,67428.0,4807.0,5871.0,1826.0
Video,18:57,68678.0,2892.0,5745.0,3321.0
Ảnh,19:30,120250.0,5139.0,10062.0,7340.0
Video,19:57,207563.0,10144.0,19018.0,12960.0
Ảnh,20:29,94027.0,8406.0,9409.0,3189.0
Video,21:00,105653.0,6400.0,8781.0,3835.0
Ảnh,21:26,167138.0,25987.0,22934.0,3823.0
Ảnh,10:51,94054.0,10997.0,12375.0,4706.0
Ảnh,02:00,18014.0,1006.0,974.0,193.0
Video,00:12,462600.0,19357.0,29749.0,14901.0
Ảnh,17:00,119084.0,6910.0,10369.0,5719.0
Ảnh,18:00,13383.0,172.0,337.0,192.0
Ảnh,18:30,201868.0,8477.0,13681.0,8535.0
Ảnh,19:00,224627.37346437346,2818.0,3381.0,1410.0
Ảnh,19:30,271108.0,25713.0,30304.0,11744.0
Ảnh,20:00,19826.0,615.0,854.0,389.0
Ảnh,20:30,245399.0,5818.0,15248.0,11273.0
Video,21:00,358989.0,18066.0,30503.0,15690.0
Video,21:30,168611.0,6381.0,11871.0,7152.0
Ảnh,22:00,759188.0,10550.0,22249.0,18838.0
Ảnh,09:54,343742.0,45216.0,48495.0,8872.0
Ảnh,10:55,63611.0,1759.0,2584.0,1079.0
Ảnh,15:51,118695.0,12803.0,12335.0,2914.0
Ảnh,16:36,60528.0,2942.0,3968.0,1849.0
Ảnh,18:13,20380.0,563.0,923.0,6883.051666666666
Ảnh,19:00,44374.0,1612.0,2170.0,860.0
Video,19:30,366460.0,16180.0,26218.0,13491.0
Video,20:00,50851.0,1887.0,3345.0,1769.0
Ảnh,09:25,447862.0,26861.0,36333.0,18922.0
Ảnh,20:27,40999.0,1340.0,1751.0,709.0
Video,20:50,424196.0,18241.0,35917.0,21576.0
Video,18:12,147374.0,7562.0,10062.0,3601.0
Ảnh,18:35,255698.0,10390.0,11298.0,2303.0
Ảnh,19:00,223342.0,2486.0,3187.0,941.0
Ảnh,20:00,230851.0,6118.0,7784.0,3192.0
Ảnh,21:00,19110.0,301.0,1029.0,830.0
Ảnh,07:26,46028.0,2140.0,4112.0,2728.0
Ảnh,10:00,82640.0,7917.0,10926.0,6190.0
Ảnh,12:00,257391.0,31165.0,32964.0,10768.0
Video,13:07,229037.0,21737.0,23921.0,4522.0
Video,17:32,68128.0,2063.0,4541.0,2822.0
Video,18:01,100923.0,7952.0,9123.0,2779.0
Ảnh,19:02,48041.0,1071.0,3827.0,3164.0
Ảnh,20:30,205301.0,11594.0,13425.0,4972.0
Ảnh,21:00,34535.0,930.0,1173.0,468.0
Video,20:10,1151207.0,68839.0,82930.0,30040.0
Ảnh,11:00,57928.0,3896.0,5389.0,2457.0
Ảnh,12:25,238875.0,17478.0,23528.0,10464.0
Video,15:07,221658.0,14721.0,15945.0,4488.0
Video,18:00,608618.0,66121.0,71199.0,15495.0
Ảnh,18:32,121293.0,6610.0,7862.0,3112.0
Ảnh,20:08,20747.0,534.0,778.0,461.0
Ảnh,20:28,356390.0,34969.0,36269.0,6695.0
Video,21:02,817593.0,42703.0,52304.0,14337.0
Ảnh,13:00,15427.0,122.0,383.0,292.0
Ảnh,16:55,292159.0,31374.0,32860.0,6840.0
Ảnh,18:00,32487.0,2281.0,2444.0,543.0
Ảnh,19:00,30663.0,2166.0,3450.0,2149.0
Ảnh,19:30,15560.0,90.0,368.0,302.0
Video,20:00,147167.0,8966.0,11684.0,4747.0
Video,20:00,174614.0,10380.0,13062.0,5313.0
Ảnh,21:00,81473.0,2025.0,4068.0,2787.0
Video,21:00,149891.0,7349.0,11211.0,5346.0
Video,21:30,647377.0,38623.0,43721.0,11009.0
Ảnh,09:45,159313.0,21117.0,24631.0,10327.0
Ảnh,11:17,81744.0,5850.0,6919.0,2200.0
Ảnh,12:15,13173.0,296.0,569.0,330.0
Ảnh,17:38,20447.0,582.0,1164.0,734.0
Ảnh,18:42,84694.0,4813.0,6402.0,2959.0
Ảnh,10:19,1178301.0,114903.0,124491.0,44691.0
Video,12:21,435151.0,27551.0,40505.0,19361.0
Video,15:52,165095.0,9144.0,11942.0,4363.0
Ảnh,17:00,57474.0,3001.0,6176.0,4097.0
Ảnh,18:01,42912.0,937.0,2357.0,1790.0
Ảnh,19:00,852392.0,43999.0,53172.0,21657.0
Video,20:00,13308.0,102.0,313.0,44.0
Ảnh,20:44,38799.0,1048.0,1626.0,850.0
Ảnh,20:58,26544.0,424.0,863.0,548.0
Ảnh,21:09,152589.0,8617.0,12042.0,5893.0
Video,21:34,693149.0,63683.0,67238.0,16336.0
Ảnh,12:15,126492.0,4978.0,10415.0,7176.0
Video,16:00,236758.0,18637.0,19986.0,3174.0
Ảnh,16:30,41466.0,1368.0,1815.0,822.0
Video,17:00,685658.0,27060.0,40650.0,18365.0
Video,17:30,2058315.0,176809.0,185770.0,39488.0
Video,18:01,277901.0,29588.0,28026.0,4941.0
Ảnh,18:30,235970.0,13908.0,21458.0,11802.0
Ảnh,19:00,126593.0,18168.0,18531.0,4168.0
Ảnh,19:41,1127103.0,88444.0,94320.0,27782.0
Ảnh,20:28,103153.0,5958.0,8084.0,3550.0
Ảnh,21:10,69252.0,2671.0,4283.0,2358.0
Ảnh,21:29,710962.0,84275.0,84539.0,17508.0
Video,21:36,245259.0,17539.0,17418.0,1685.0
Video,12:29,88782.0,5474.0,5593.0,683.0
Ảnh,13:00,74197.0,2440.0,5174.0,3466.0
Ảnh,19:03,94634.0,6469.0,8522.0,3383.0
Ảnh,20:00,46023.0,2248.0,3221.0,1741.0
Ảnh,20:36,81261.0,3082.0,5171.0,3033.0
Ảnh,20:48,55417.0,1341.0,3259.0,2259.0
Ảnh,21:08,75077.0,3015.0,4806.0,2336.0
Ảnh,10:56,550182.0,23718.0,40449.0,27958.0
Ảnh,11:31,191669.0,14237.0,19054.0,9634.0
Video,12:00,50760.0,1896.0,2959.0,1454.0
Video,16:53,522615.0,49006.0,49041.0,8612.0
Video,18:00,1204412.0,81817.0,87306.0,20871.0
Video,19:00,995225.0,102009.0,105361.0,16273.0
Ảnh,20:00,351572.0,17114.0,19834.0,6322.0
Ảnh,21:18,115236.0,5852.0,9645.0,4978.0
Ảnh,21:23,13245.0,149.0,428.0,304.0
Video,08:43,1023313.0,71069.0,77981.0,18514.0
Video,09:30,62722.0,4111.0,5473.0,2006.0
Ảnh,13:56,78096.0,2474.0,4307.0,2556.0
Ảnh,15:00,162691.0,6461.0,11675.0,7091.0
Ảnh,16:00,206062.0,14650.0,16799.0,6139.0
Video,19:00,504229.0,47663.0,54772.0,15271.0
Video,20:01,88846.0,5086.0,6861.0,2570.0
Ảnh,10:36,109557.0,4336.0,5157.0,1610.0
Video,11:58,1941767.0,137730.0,169593.0,56596.0
Video,15:56,13279.0,403.0,731.0,432.0
Ảnh,16:29,517670.0,49323.0,49233.0,9862.0
Ảnh,17:13,21706.0,505.0,943.0,6883.051666666666
Ảnh,18:01,4068333.0,187686.0,248811.0,131101.0
Video,18:51,110795.0,8962.0,10129.0,2752.0
Video,19:34,969355.0,73682.0,83666.0,19833.0
Ảnh,20:00,73106.0,1279.0,2734.0,1740.0
Ảnh,20:28,126987.0,6440.0,8199.0,3475.0
Video,08:48,142184.0,8083.0,9941.0,3120.0
Video,12:19,95941.0,4533.0,5927.0,1860.0
Video,14:55,159215.0,7298.0,10176.0,4135.0
Ảnh,17:30,133978.0,5374.0,6819.0,2660.0
Video,20:00,231417.0,11883.0,16157.0,6627.0
Ảnh,21:00,10865.0,111.0,250.0,151.0
Video,21:00,138317.0,7132.0,14318.0,8687.0
Ảnh,22:00,177974.0,15047.0,14519.0,3995.0
Ảnh,22:27,39396.0,4761.0,4902.0,1712.0
Ảnh,22:29,174606.0,11414.0,13496.0,5060.0
Video,10:05,155133.0,9008.0,11464.0,3441.0
Video,12:00,46897.0,1816.0,2155.0,540.0
Ảnh,12:30,185379.0,12125.0,16304.0,7786.0
Ảnh,15:00,91802.0,5347.0,5640.0,1551.0
Ảnh,17:00,66494.0,6880.0,7990.0,2808.0
Ảnh,20:00,240337.0,20992.0,22788.0,7252.0
Video,16:07,222822.0,8469.0,10336.0,3023.0
Video,17:00,110872.0,5535.0,6281.0,1568.0
Ảnh,17:30,183748.0,15288.0,15570.0,3372.0
Ảnh,18:00,40772.0,1149.0,1485.0,718.0
Ảnh,19:00,88378.0,3649.0,6786.0,4155.0
Ảnh,20:00,60507.0,1485.0,3340.0,2259.0
Ảnh,20:30,229990.0,20754.0,23644.0,8242.0
Ảnh,21:06,260642.0,7686.0,9986.0,4243.0
Ảnh,21:30,114425.0,7913.0,8931.0,3223.0
Video,22:32,231210.0,14379.0,17824.0,5467.0
Video,12:35,17442.0,738.0,1039.0,422.0
Video,13:00,76098.0,2971.0,3968.0,1406.0
Ảnh,16:00,50391.0,3030.0,4349.0,2685.0
Ảnh,18:30,31060.0,382.0,770.0,464.0
Video,20:00,340671.0,19153.0,26335.0,11016.0
Video,16:55,568159.0,35471.0,47872.0,17652.0
Ảnh,17:30,128544.0,13405.0,16967.0,7394.0
Ảnh,19:00,118576.0,6950.0,9723.0,5445.0
Video,18:00,15354.0,474.0,1051.0,688.0
Ảnh,15:07,88340.0,3396.0,5435.0,2684.0
Ảnh,14:26,58498.0,2586.0,4082.0,2340.0
Video,12:15,102170.0,4951.0,6500.0,2133.0
Video,18:00,205648.0,9766.0,11893.0,3762.0
Ảnh,17:31,202835.0,12278.0,17127.0,9557.0
Ảnh,16:06,33115.0,1621.0,3434.0,2389.0
Ảnh,12:27,29332.0,715.0,1290.0,797.0
Ảnh,10:07,21783.0,466.0,635.0,253.0
Video,09:34,185015.0,13675.0,16414.0,5316.0
Video,21:30,84968.0,3535.0,5483.0,2609.0
Ảnh,21:01,172073.0,16424.0,20415.0,8004.0
Ảnh,20:24,35889.0,693.0,1258.0,777.0
Ảnh,20:00,155959.0,6340.0,8221.0,3406.0
Video,18:30,194392.0,8911.0,12770.0,5385.0
Ảnh,18:01,96874.0,1725.0,2749.0,1280.0
Video,16:06,170639.0,8566.0,12875.0,6021.0
Ảnh,12:13,108462.0,5343.0,9433.0,5474.0
Ảnh,07:46,131469.0,11911.0,14955.0,6591.0
Ảnh,23:42,100780.0,5441.0,6244.0,1995.0
Ảnh,20:30,69755.0,1809.0,2670.0,1307.0
Video,20:00,180448.0,7773.0,9575.0,2532.0
Ảnh,17:31,595746.0,70251.0,68267.0,17283.0
Video,12:40,37604.0,1267.0,2193.0,1425.0
Video,22:47,438768.0,37001.0,43469.0,13136.0
Ảnh,21:30,87336.0,16459.0,18683.0,6467.0
Video,21:26,109963.0,6306.0,7946.0,2541.0
Ảnh,21:00,588237.0,46993.0,56453.0,21324.0
Video,20:30,9509.0,28.0,56.0,30.0
Video,20:01,129384.0,7958.0,10155.0,3607.0
Ảnh,19:41,24119.0,815.0,931.0,280.0
Ảnh,18:46,28098.0,541.0,1173.0,811.0
Ảnh,17:00,105882.0,5177.0,7414.0,3680.0
Ảnh,16:00,83492.0,4259.0,7067.0,4280.0
Ảnh,13:24,126466.0,13160.0,17235.0,8470.0
Ảnh,12:48,105857.0,16352.0,20321.0,10126.0
Ảnh,12:25,317616.0,32135.0,31341.0,5570.0
Video,18:30,834205.0,51313.0,59435.0,19239.0
Video,18:01,11989.0,152.0,525.0,411.0
Video,17:34,657063.0,57292.0,56452.0,9448.0
Ảnh,16:33,16125.0,201.0,457.0,6883.051666666666
Ảnh,16:00,168310.0,18739.0,16922.0,2426.0
Ảnh,15:00,18961.0,366.0,764.0,504.0
Ảnh,12:34,122845.0,8789.0,16472.0,10624.0
Ảnh,11:20,83197.0,3501.0,6145.0,3473.0
Video,21:09,67475.0,3106.0,5394.0,2827.0
Video,19:15,14251.0,346.0,750.0,484.0
Video,18:31,314246.0,21699.0,25244.0,6770.0
Ảnh,13:30,112450.0,5140.0,8788.0,5462.0
Ảnh,08:12,22604.0,240.0,419.0,223.0
Video,21:30,26155.0,858.0,1277.0,621.0
Ảnh,21:00,180124.0,9842.0,12920.0,7224.0
Video,20:30,246373.0,15420.0,21507.0,8585.0
Ảnh,20:00,45485.0,1945.0,2784.0,1270.0
Video,19:31,402350.0,35176.0,50012.0,22729.0
Video,19:06,1470131.0,88577.0,116829.0,42149.0
Video,18:02,2132683.0,239249.0,251236.0,48672.0
Ảnh,17:30,75252.0,4844.0,7829.0,4685.0
Video,15:12,41243.0,2221.0,3975.0,2246.0
Video,10:25,417705.0,29553.0,37406.0,11272.0
Ảnh,19:01,87178.0,3154.0,5757.0,3193.0
Ảnh,19:00,118577.0,7378.0,7931.0,2633.0
Video,18:00,51036.0,2648.0,3948.0,2245.0
Ảnh,16:35,19752.0,329.0,620.0,353.0
Ảnh,13:03,45693.0,1348.0,3840.0,2902.0
Ảnh,09:05,506193.0,60353.0,65562.0,20301.0
Ảnh,20:53,26579.0,1887.0,2127.0,619.0
Video,19:00,205869.0,11776.0,14551.0,4610.0
Ảnh,18:00,1380053.0,121097.0,143876.0,44664.0
Ảnh,16:45,52253.0,1999.0,3954.0,2658.0
Ảnh,14:32,422778.0,23198.0,33469.0,18102.0
Video,12:30,315558.0,23157.0,25684.0,5258.0
Ảnh,12:00,59617.0,2833.0,3391.0,1375.0
Ảnh,11:30,19015.0,468.0,940.0,6883.051666666666
Ảnh,09:00,799198.0,59881.0,66440.0,24814.0
Ảnh,07:40,188060.0,16612.0,21671.0,9700.0
Ảnh,23:17,17717.0,369.0,814.0,515.0
Video,21:30,323755.0,25809.0,29735.0,8793.0
Ảnh,21:00,181591.0,8211.0,14594.0,8665.0
Video,20:50,346908.0,23246.0,28700.0,9849.0
Video,20:30,590924.0,46479.0,55031.0,16835.0
Ảnh,20:00,67064.0,1513.0,3776.0,2870.0
Video,19:30,71313.0,2592.0,3439.0,1057.0
Video,19:00,258384.0,18020.0,18247.0,3045.0
Ảnh,18:30,15034.0,569.0,1277.0,971.0
Video,22:00,322779.0,22609.0,28214.0,10456.0
Ảnh,21:30,177258.0,11314.0,10880.0,1246.0
Video,21:42,272159.0,24923.0,25227.0,4049.0
Ảnh,20:42,27530.0,1073.0,1322.0,481.0
Ảnh,20:30,30106.0,1681.0,2444.0,1143.0
Ảnh,20:10,23738.0,491.0,909.0,555.0
Video,19:00,236722.0,11501.0,16929.0,6953.0
Ảnh,18:20,105774.0,10723.0,13303.0,5059.0
Video,15:38,867727.0,97090.0,99382.0,22466.0
Ảnh,18:00,175702.0,5901.0,13739.0,10113.0
Ảnh,11:55,133732.0,13865.0,18339.0,9080.0
Ảnh,10:20,272755.0,24325.0,24995.0,5361.0
Video,21:35,41001.0,1354.0,1956.0,799.0
Video,21:11,942417.0,72283.0,87206.0,26915.0
Video,16:00,141337.0,11445.0,12287.0,2993.0
Video,15:00,313667.0,16833.0,19544.0,5133.0
Video,12:00,1014806.0,108920.0,126694.0,42014.0
Video,18:00,871140.0,58380.0,73025.0,26342.0
Ảnh,18:00,69804.0,4787.0,6748.0,3301.0
Ảnh,13:25,27305.0,652.0,1164.0,707.0
Ảnh,12:07,151493.0,3931.0,7425.0,5099.0
Video,21:00,45664.0,1621.0,2234.0,896.0
Ảnh,21:30,49921.0,1423.0,2022.0,999.0
Video,20:00,107394.0,6200.0,8357.0,3316.0
Video,19:00,708093.0,68871.0,85258.0,26070.0
Ảnh,20:00,224627.37346437346,356.0,852.0,604.0
Video,19:00,275793.0,15978.0,18039.0,4254.0
Video,18:11,34678.0,3075.0,3583.0,1167.0
Ảnh,18:11,908471.0,85385.0,104545.0,50162.0
Ảnh,17:28,325384.0,7385.0,16154.0,11607.0
Ảnh,16:43,40180.0,1379.0,2591.0,1618.0
Ảnh,12:18,143087.0,7947.0,8991.0,2981.0
Ảnh,20:00,615791.0,54878.0,56385.0,10858.0
Ảnh,18:54,33776.0,1087.0,1595.0,736.0
Ảnh,17:35,571808.0,33675.0,43101.0,19296.0
Ảnh,16:36,32962.0,983.0,2115.0,1483.0
Ảnh,16:00,217534.0,12544.0,13841.0,4947.0
Video,15:00,32112.0,1189.0,1707.0,741.0
Ảnh,14:13,118720.0,7659.0,9952.0,4582.0
Video,12:44,1313095.0,113485.0,121729.0,34874.0
Ảnh,12:00,5313389.0,1196629.0,1007106.0,165344.0
